codine,T2002,T2003,T2004,T2005,T2006,T2007,T2008,T2009,T2010,T2011,T2012,T2013,T2014,T2015,T2016,T2017,T2018,T2019,T2020,T2021,P2013,P2014,P2015,P2016,P2017,P2018,P2019,P2020,P2021,VIA2013,VIA2014,VIA2015,VIA2016,VIA2017,VIA2018,VIA2019,VIA2020,VIA2021
03075,1,0,5,8,8,9,11,11,14,18,17,15,17,19,20,16,18,21,21,20,-11.7647058823529,0,11.7647058823529,17.6470588235294,-5.88235294117646,5.88235294117646,23.5294117647059,40,17.6470588235294,-11.7647058823529,13.3333333333333,11.7647058823529,5.26315789473684,-20,12.5,16.6666666666667,0,-4.76190476190476
03076,256,412,500,771,1280,1822,2120,2217,2261,2298,2321,2268,1542,1476,1386,990,992,1057,1100,1201,-2.2834984920293,-33.5631193451099,-36.4067212408445,-40.2843601895735,-57.345971563981,-57.2598018095648,-54.4592847910383,-51.4991181657848,-22.1141374837873,-2.2834984920293,-32.010582010582,-4.28015564202335,-6.09756097560975,-28.5714285714286,0.202020202020208,6.5524193548387,4.06811731315042,9.18181818181819
03077,42,84,182,342,417,537,710,797,833,837,833,831,578,535,487,459,456,498,504,493,-0.240096038415359,-30.6122448979592,-35.7743097238896,-41.5366146458583,-44.8979591836735,-45.2581032412965,-40.2160864345738,-39.3501805054152,-14.7058823529412,-0.240096038415359,-30.4452466907341,-7.43944636678201,-8.97196261682242,-5.74948665297741,-0.653594771241828,9.21052631578948,1.20481927710843,-2.18253968253968
03078,9,63,217,372,456,513,492,514,503,521,523,499,396,441,424,381,384,426,459,474,-4.58891013384321,-24.282982791587,-15.678776290631,-18.9292543021032,-27.151051625239,-26.5774378585086,-18.546845124283,-8.01603206412825,19.6969696969697,-4.58891013384321,-20.6412825651303,11.3636363636364,-3.85487528344672,-10.1415094339623,0.787401574803155,10.9375,7.74647887323944,3.26797385620915
03079,2,8,14,17,17,17,16,17,10,10,12,14,13,13,18,19,14,14,26,25,16.6666666666667,8.33333333333333,8.33333333333333,50,58.3333333333333,16.6666666666667,16.6666666666667,85.7142857142857,92.3076923076923,16.6666666666667,-7.14285714285714,0,38.4615384615385,5.55555555555556,-26.3157894736842,0,85.7142857142857,-3.84615384615384
03080,17,29,58,94,152,210,270,294,287,298,295,259,193,173,174,168,196,201,188,182,-12.2033898305085,-34.5762711864407,-41.3559322033898,-41.0169491525424,-43.0508474576271,-33.5593220338983,-31.864406779661,-27.4131274131274,-5.69948186528498,-12.2033898305085,-25.4826254826255,-10.3626943005181,0.578034682080926,-3.44827586206897,16.6666666666667,2.55102040816327,-6.46766169154229,-3.19148936170212
03081,324,411,437,631,767,785,867,894,928,958,957,974,599,505,455,450,442,451,521,521,1.77638453500522,-37.4085684430512,-47.2309299895507,-52.4555903866249,-52.9780564263323,-53.8140020898642,-52.8735632183908,-46.5092402464066,-13.0217028380634,1.77638453500522,-38.5010266940452,-15.6928213689482,-9.9009900990099,-1.0989010989011,-1.77777777777777,2.03619909502262,15.5210643015521,0
03082,5283,6154,5353,6161,6833,7370,7767,8109,8323,8573,8737,8858,6176,5309,4966,4613,4545,4544,4616,4777,1.38491473045669,-29.3121208652856,-39.2354355041776,-43.1612681698524,-47.2015565983747,-47.9798557857388,-47.9913013620236,-47.8889139760668,-22.6522020725389,1.38491473045669,-30.2777150598329,-14.0382124352332,-6.46072706724431,-7.10833668948852,-1.47409494905702,-0.0220022002200153,1.58450704225352,3.48786828422877
03083,40,40,50,84,108,135,142,142,153,156,157,154,94,82,60,44,41,57,52,45,-1.91082802547771,-40.1273885350319,-47.7707006369427,-61.7834394904459,-71.9745222929936,-73.8853503184713,-63.6942675159236,-66.2337662337662,-52.1276595744681,-1.91082802547771,-38.961038961039,-12.7659574468085,-26.8292682926829,-26.6666666666667,-6.81818181818181,39.0243902439024,-8.7719298245614,-13.4615384615385
03084,0,1,9,13,16,33,35,36,40,47,48,47,29,24,23,19,18,18,20,18,-2.08333333333333,-39.5833333333333,-50,-52.0833333333333,-60.4166666666667,-62.5,-62.5,-57.4468085106383,-37.9310344827586,-2.08333333333333,-38.2978723404255,-17.2413793103448,-4.16666666666667,-17.3913043478261,-5.26315789473684,0,11.1111111111111,-10
03085,138,222,265,341,366,401,451,463,470,479,496,501,499,509,509,404,466,376,285,293,1.00806451612904,0.604838709677424,2.62096774193549,2.62096774193549,-18.5483870967742,-6.04838709677419,-24.1935483870968,-43.1137724550898,-41.2825651302605,1.00806451612904,-0.399201596806392,2.00400801603206,0,-20.6286836935167,15.3465346534653,-19.31330472103,-24.2021276595745,2.80701754385964
03086,14,10,14,17,31,33,39,45,50,44,46,48,47,47,46,50,50,48,49,47,4.34782608695652,2.17391304347827,2.17391304347827,0,8.69565217391305,8.69565217391305,4.34782608695652,2.08333333333333,0,4.34782608695652,-2.08333333333333,0,-2.12765957446808,8.69565217391305,0,-4,2.08333333333333,-4.08163265306122
03088,3,10,24,44,70,149,198,246,250,266,274,283,195,157,94,83,95,93,93,88,3.28467153284672,-28.8321167883212,-42.7007299270073,-65.6934306569343,-69.7080291970803,-65.3284671532847,-66.0583941605839,-67.1378091872792,-54.8717948717949,3.28467153284672,-31.095406360424,-19.4871794871795,-40.1273885350319,-11.7021276595745,14.4578313253012,-2.10526315789474,0,-5.3763440860215
03089,20,62,104,152,215,280,309,320,334,323,314,313,218,217,199,175,201,234,244,252,-0.318471337579624,-30.5732484076433,-30.8917197452229,-36.6242038216561,-44.2675159235669,-35.9872611464968,-25.4777070063694,-22.0447284345048,15.5963302752294,-0.318471337579624,-30.3514376996805,-0.458715596330279,-8.29493087557604,-12.0603015075377,14.8571428571429,16.4179104477612,4.27350427350427,3.27868852459017
03090,129,168,192,312,386,493,512,542,561,581,587,365,453,405,408,368,338,343,303,288,-37.8194207836457,-22.8279386712095,-31.0051107325383,-30.4940374787053,-37.3083475298126,-42.4190800681431,-41.5672913117547,-16.986301369863,-36.4238410596027,-37.8194207836457,24.1095890410959,-10.5960264900662,0.740740740740748,-9.80392156862744,-8.15217391304348,1.47928994082841,-11.6618075801749,-4.95049504950495
03091,53,94,123,156,199,214,228,236,242,228,229,235,163,165,144,129,140,133,156,168,2.62008733624454,-28.82096069869,-27.9475982532751,-37.117903930131,-43.6681222707424,-38.8646288209607,-41.9213973799127,-33.6170212765957,3.06748466257669,2.62008733624454,-30.6382978723404,1.22699386503068,-12.7272727272727,-10.4166666666667,8.52713178294573,-5,17.2932330827068,7.69230769230769
03092,14,24,40,66,87,109,135,154,127,131,119,117,111,109,107,95,96,92,92,93,-1.68067226890756,-6.72268907563026,-8.40336134453781,-10.0840336134454,-20.1680672268908,-19.327731092437,-22.6890756302521,-21.3675213675214,-16.2162162162162,-1.68067226890756,-5.12820512820512,-1.8018018018018,-1.8348623853211,-11.214953271028,1.05263157894737,-4.16666666666667,0,1.08695652173913
03093,7,12,33,62,70,77,80,84,82,59,64,69,59,50,50,49,48,45,50,42,7.8125,-7.8125,-21.875,-21.875,-23.4375,-25,-29.6875,-27.536231884058,-28.8135593220339,7.8125,-14.4927536231884,-15.2542372881356,0,-2,-2.04081632653062,-6.25,11.1111111111111,-16
03094,913,1108,1014,1388,1658,1842,1982,2141,2181,2166,2214,2283,2295,2224,2177,1458,1344,1313,1136,1093,3.11653116531166,3.65853658536585,0.451671183378494,-1.67118337850046,-34.1463414634146,-39.2953929539295,-40.6955736224029,-50.2409110819098,-52.3747276688453,3.11653116531166,0.525624178712221,-3.09368191721133,-2.11330935251799,-33.0271015158475,-7.81893004115226,-2.30654761904762,-13.4805788271135,-3.78521126760563
03095,58,76,80,88,98,93,115,115,115,109,101,89,66,71,61,74,71,91,91,91,-11.8811881188119,-34.6534653465347,-29.7029702970297,-39.6039603960396,-26.7326732673267,-29.7029702970297,-9.9009900990099,2.24719101123596,37.8787878787879,-11.8811881188119,-25.8426966292135,7.57575757575758,-14.0845070422535,21.3114754098361,-4.05405405405405,28.169014084507,0,0
03096,0,19,44,60,73,99,105,121,120,115,116,56,73,68,58,61,58,58,63,53,-51.7241379310345,-37.0689655172414,-41.3793103448276,-50,-47.4137931034483,-50,-50,12.5,-27.3972602739726,-51.7241379310345,30.3571428571429,-6.84931506849316,-14.7058823529412,5.17241379310345,-4.91803278688525,0,8.62068965517241,-15.8730158730159
03097,345,399,478,585,742,849,921,947,968,964,949,936,694,668,563,526,587,617,625,629,-1.36986301369863,-26.8703898840885,-29.6101159114858,-40.6743940990516,-44.5732349841939,-38.145416227608,-34.9841938883035,-33.2264957264957,-9.36599423631124,-1.36986301369863,-25.8547008547009,-3.74639769452449,-15.7185628742515,-6.57193605683837,11.5969581749049,5.1107325383305,1.2965964343598,0.640000000000001
03098,,27,39,53,71,93,121,141,147,152,158,159,138,133,91,84,69,58,54,55,0.632911392405063,-12.6582278481013,-15.8227848101266,-42.4050632911392,-46.8354430379747,-56.3291139240506,-63.2911392405063,-66.0377358490566,-60.1449275362319,0.632911392405063,-13.2075471698113,-3.62318840579709,-31.5789473684211,-7.69230769230769,-17.8571428571429,-15.9420289855073,-6.89655172413794,1.85185185185185
03099,3500,6105,7123,10223,12109,14203,16327,17121,17672,18130,18641,18834,13991,13503,11861,9237,9393,9514,9602,10025,1.03535218067701,-24.9450136795236,-27.5628989861059,-36.3714393004667,-50.4479373424173,-49.6110723673623,-48.9619655597876,-49.0177338855262,-28.3467943678079,1.03535218067701,-25.7141340129553,-3.48795654349225,-12.1602606828112,-22.1229238681393,1.68886001948685,1.28819333546258,0.924952701282322,4.40533222245365
03100,79,122,136,167,210,235,239,254,278,290,304,311,260,241,244,240,215,221,225,235,2.30263157894737,-14.4736842105263,-20.7236842105263,-19.7368421052632,-21.0526315789474,-29.2763157894737,-27.3026315789474,-27.6527331189711,-9.61538461538461,2.30263157894737,-16.3987138263666,-7.30769230769231,1.24481327800829,-1.63934426229508,-10.4166666666667,2.79069767441861,1.80995475113122,4.44444444444444
03101,201,279,305,433,571,661,718,783,761,751,795,758,572,527,518,482,460,495,504,551,-4.65408805031447,-28.0503144654088,-33.7106918238994,-34.8427672955975,-39.3710691823899,-42.1383647798742,-37.7358490566038,-33.509234828496,-3.67132867132867,-4.65408805031447,-24.5382585751979,-7.86713286713287,-1.707779886148,-6.94980694980696,-4.56431535269709,7.60869565217391,1.81818181818181,9.32539682539682
03102,245,377,419,566,616,655,698,727,739,744,743,753,460,505,467,378,455,460,463,505,1.34589502018842,-38.0888290713324,-32.0323014804845,-37.1467025572005,-49.1251682368775,-38.7617765814266,-38.0888290713324,-38.5126162018592,9.78260869565217,1.34589502018842,-38.9110225763612,9.78260869565217,-7.52475247524752,-19.0578158458244,20.3703703703704,1.0989010989011,0.652173913043484,9.07127429805615
03103,2,2,2,3,4,6,6,8,8,8,8,8,4,2,4,3,2,4,6,6,0,-50,-75,-50,-62.5,-75,-50,-25,50,0,-50,-50,100,-25,-33.3333333333333,100,50,0
03104,6,9,9,31,32,38,43,55,49,48,43,44,27,23,24,25,29,31,57,55,2.32558139534883,-37.2093023255814,-46.5116279069767,-44.1860465116279,-41.8604651162791,-32.5581395348837,-27.9069767441861,29.5454545454545,103.703703703704,2.32558139534883,-38.6363636363636,-14.8148148148148,4.34782608695652,4.16666666666667,16,6.89655172413794,83.8709677419355,-3.50877192982456
03105,17,52,99,220,310,366,445,544,617,638,637,641,492,530,484,497,526,599,591,651,0.627943485086348,-22.7629513343799,-16.7974882260597,-24.0188383045526,-21.978021978022,-17.425431711146,-5.96546310832025,-7.8003120124805,32.3170731707317,0.627943485086348,-23.2449297971919,7.72357723577235,-8.67924528301887,2.68595041322314,5.83501006036218,13.8783269961977,-1.3355592654424,10.1522842639594
03106,14,22,23,27,37,48,51,52,58,62,64,62,54,46,38,46,33,32,34,41,-3.125,-15.625,-28.125,-40.625,-28.125,-48.4375,-50,-45.1612903225807,-24.0740740740741,-3.125,-12.9032258064516,-14.8148148148148,-17.3913043478261,21.0526315789474,-28.2608695652174,-3.03030303030303,6.25,20.5882352941177
03107,122,155,268,383,465,509,598,629,630,644,647,666,420,395,350,361,363,339,335,324,2.93663060278207,-35.0850077279753,-38.9489953632148,-45.9041731066461,-44.2040185471407,-43.8948995363215,-47.6043276661515,-49.6996996996997,-22.8571428571429,2.93663060278207,-36.9369369369369,-5.95238095238095,-11.3924050632911,3.14285714285714,0.554016620498615,-6.61157024793388,-1.17994100294985,-3.28358208955224
03109,0,3,5,5,13,18,28,34,38,30,35,28,27,25,26,30,31,34,30,24,-20,-22.8571428571429,-28.5714285714286,-25.7142857142857,-14.2857142857143,-11.4285714285714,-2.85714285714286,7.14285714285714,-11.1111111111111,-20,-3.57142857142857,-7.40740740740741,4,15.3846153846154,3.33333333333333,9.6774193548387,-11.7647058823529,-20
03110,86,95,106,122,152,176,200,210,229,231,231,221,184,173,155,142,134,136,143,140,-4.32900432900433,-20.3463203463203,-25.1082251082251,-32.9004329004329,-38.5281385281385,-41.991341991342,-41.1255411255411,-35.2941176470588,-23.9130434782609,-4.32900432900433,-16.7420814479638,-5.97826086956522,-10.4046242774566,-8.38709677419355,-5.63380281690141,1.49253731343283,5.14705882352941,-2.09790209790209
03111,1,3,3,15,28,37,41,44,45,41,42,41,24,14,18,17,16,12,15,12,-2.38095238095238,-42.8571428571429,-66.6666666666667,-57.1428571428571,-59.5238095238095,-61.9047619047619,-71.4285714285714,-63.4146341463415,-50,-2.38095238095238,-41.4634146341463,-41.6666666666667,28.5714285714286,-5.55555555555556,-5.88235294117646,-25,25,-20
03112,53,86,126,159,199,248,309,354,363,384,393,395,335,361,347,258,255,231,211,218,0.5089058524173,-14.7582697201018,-8.14249363867684,-11.704834605598,-34.3511450381679,-35.1145038167939,-41.2213740458015,-46.5822784810127,-34.9253731343284,0.5089058524173,-15.1898734177215,7.76119402985074,-3.8781163434903,-25.6484149855908,-1.16279069767442,-9.41176470588235,-8.65800865800865,3.3175355450237
03113,1546,2355,3211,4668,6134,7134,8070,8705,8840,9181,9334,9083,7249,6665,6291,5564,5648,5846,5734,5511,-2.68909363616885,-22.3376901649882,-28.5943861152775,-32.6012427683737,-40.3899721448468,-39.4900364259696,-37.3687593743304,-36.8710778377188,-23.9757207890744,-2.68909363616885,-20.1915666629968,-8.05628362532764,-5.61140285071268,-11.5561913845176,1.50970524802301,3.5056657223796,-1.91583989052343,-3.88908266480642
03114,53,94,158,250,333,374,422,442,449,401,361,327,301,271,278,263,257,270,282,284,-9.41828254847646,-16.6204986149585,-24.9307479224377,-22.9916897506925,-27.1468144044321,-28.808864265928,-25.207756232687,-13.7614678899083,-5.64784053156146,-9.41828254847646,-7.95107033639144,-9.96677740863787,2.58302583025831,-5.39568345323741,-2.28136882129277,5.05836575875486,4.44444444444444,0.709219858156033
03115,34,41,42,71,72,86,93,100,121,109,104,101,82,88,92,74,75,85,93,90,-2.88461538461539,-21.1538461538462,-15.3846153846154,-11.5384615384615,-28.8461538461538,-27.8846153846154,-18.2692307692308,-7.92079207920793,9.7560975609756,-2.88461538461539,-18.8118811881188,7.3170731707317,4.54545454545455,-19.5652173913043,1.35135135135135,13.3333333333333,9.41176470588235,-3.2258064516129
03116,14,29,38,71,97,118,128,141,129,114,116,114,80,86,78,96,109,114,123,137,-1.72413793103448,-31.0344827586207,-25.8620689655172,-32.7586206896552,-17.2413793103448,-6.03448275862068,-1.72413793103448,7.89473684210526,71.25,-1.72413793103448,-29.8245614035088,7.5,-9.30232558139535,23.0769230769231,13.5416666666667,4.58715596330275,7.89473684210526,11.3821138211382
03117,35,46,59,76,93,111,116,122,124,126,128,99,104,106,96,78,82,86,87,88,-22.65625,-18.75,-17.1875,-25,-39.0625,-35.9375,-32.8125,-12.1212121212121,-15.3846153846154,-22.65625,5.05050505050505,1.92307692307692,-9.43396226415095,-18.75,5.12820512820512,4.8780487804878,1.16279069767442,1.14942528735632
03118,1053,1579,2416,3658,4679,5311,5882,6138,6187,6262,6304,6364,3980,3781,2651,2803,2973,2853,2880,3122,0.951776649746194,-36.8654822335025,-40.0222081218274,-57.9473350253807,-55.5361675126904,-52.8394670050762,-54.7430203045685,-54.7454431175361,-21.5577889447236,0.951776649746194,-37.460716530484,-5,-29.8862734726263,5.7336854017352,6.06493043168034,-4.03632694248235,0.946372239747632,8.40277777777777
03119,60,79,110,128,142,153,163,163,166,172,179,178,122,116,97,87,90,105,128,132,-0.558659217877093,-31.8435754189944,-35.195530726257,-45.8100558659218,-51.3966480446927,-49.7206703910615,-41.340782122905,-28.0898876404494,8.19672131147541,-0.558659217877093,-31.4606741573034,-4.91803278688525,-16.3793103448276,-10.3092783505155,3.44827586206897,16.6666666666667,21.9047619047619,3.125
03120,889,1305,1675,2262,2651,3033,3315,3375,3310,3124,2926,2512,2424,2336,1929,1661,1643,1779,1924,2136,-14.149008885851,-17.1565276828435,-20.164046479836,-34.0738209159262,-43.2330827067669,-43.8482570061517,-39.2002734107997,-23.4076433121019,-11.8811881188119,-14.149008885851,-3.5031847133758,-3.63036303630363,-17.4229452054795,-13.8932089165371,-1.08368452739313,8.27754108338405,8.15064643057897,11.018711018711
03121,209,401,703,1582,2285,2826,3146,3280,3395,3440,3465,3473,1737,1601,1274,897,966,1066,1109,1257,0.230880230880231,-49.8701298701299,-53.7950937950938,-63.2323232323232,-74.1125541125541,-72.1212121212121,-69.2352092352092,-68.0679527785776,-27.6338514680484,0.230880230880231,-49.9856032248776,-7.82959124928037,-20.4247345409119,-29.5918367346939,7.69230769230769,10.351966873706,4.03377110694184,13.3453561767358
03122,32,42,41,51,58,70,78,85,85,88,87,88,71,70,68,67,67,66,76,78,1.14942528735632,-18.3908045977011,-19.5402298850575,-21.8390804597701,-22.9885057471264,-22.9885057471264,-24.1379310344828,-13.6363636363636,9.85915492957747,1.14942528735632,-19.3181818181818,-1.40845070422536,-2.85714285714286,-1.47058823529412,0,-1.49253731343283,15.1515151515152,2.63157894736842
03123,7,69,174,258,337,415,465,532,547,549,545,549,282,246,247,251,259,278,263,290,0.733944954128447,-48.256880733945,-54.8623853211009,-54.6788990825688,-53.9449541284404,-52.4770642201835,-48.9908256880734,-52.0947176684882,2.83687943262412,0.733944954128447,-48.6338797814208,-12.7659574468085,0.40650406504065,1.61943319838056,3.18725099601593,7.33590733590734,-5.39568345323741,10.2661596958175
03124,5,15,27,25,34,35,40,48,43,40,37,35,28,29,28,27,26,26,25,18,-5.4054054054054,-24.3243243243243,-21.6216216216216,-24.3243243243243,-27.027027027027,-29.7297297297297,-29.7297297297297,-28.5714285714286,-35.7142857142857,-5.4054054054054,-20,3.57142857142857,-3.44827586206897,-3.57142857142857,-3.70370370370371,0,-3.84615384615384,-28
03125,59,65,74,89,90,89,94,94,103,110,104,98,60,54,45,45,46,50,48,45,-5.76923076923077,-42.3076923076923,-48.0769230769231,-56.7307692307692,-56.7307692307692,-55.7692307692308,-51.9230769230769,-51.0204081632653,-25,-5.76923076923077,-38.7755102040816,-10,-16.6666666666667,0,2.22222222222223,8.69565217391305,-4,-6.25
03127,58,65,65,78,83,84,84,94,102,104,108,111,93,85,75,79,76,80,73,78,2.77777777777777,-13.8888888888889,-21.2962962962963,-30.5555555555556,-26.8518518518518,-29.6296296296296,-25.9259259259259,-34.2342342342342,-16.1290322580645,2.77777777777777,-16.2162162162162,-8.60215053763442,-11.7647058823529,5.33333333333333,-3.79746835443038,5.26315789473684,-8.75,6.84931506849316
03128,2401,2893,2399,2786,3109,3372,3768,3948,3998,4016,3965,3951,2572,2408,1958,1692,1957,2064,2092,2277,-0.353089533417403,-35.1324085750315,-39.2686002522068,-50.6179066834805,-57.3266078184111,-50.6431273644388,-47.9445145018916,-47.0513793976209,-11.4696734059098,-0.353089533417403,-34.902556314857,-6.37636080870918,-18.687707641196,-13.585291113381,15.661938534279,5.46755237608585,1.35658914728683,8.8432122370937
03129,9,21,49,75,100,116,122,123,125,147,150,155,107,103,96,89,68,68,69,75,3.33333333333333,-28.6666666666667,-31.3333333333333,-36,-40.6666666666667,-54.6666666666667,-54.6666666666667,-55.4838709677419,-29.9065420560748,3.33333333333333,-30.9677419354839,-3.73831775700934,-6.79611650485437,-7.29166666666667,-23.5955056179775,0,1.47058823529412,8.69565217391305
03130,,5,5,5,9,9,9,9,9,9,9,4,3,1,6,5,8,9,9,8,-55.5555555555556,-66.6666666666667,-88.8888888888889,-33.3333333333333,-44.4444444444444,-11.1111111111111,0,125,166.666666666667,-55.5555555555556,-25,-66.6666666666667,500,-16.6666666666667,60,12.5,0,-11.1111111111111
03131,54,51,59,79,97,97,120,124,126,131,138,141,93,83,86,90,86,88,87,93,2.17391304347827,-32.6086956521739,-39.8550724637681,-37.6811594202899,-34.7826086956522,-37.6811594202899,-36.231884057971,-38.2978723404255,0,2.17391304347827,-34.0425531914894,-10.752688172043,3.6144578313253,4.65116279069767,-4.44444444444444,2.32558139534883,-1.13636363636364,6.89655172413794
03132,0,0,4,8,8,23,25,29,29,29,31,33,26,25,25,20,19,15,16,19,6.45161290322581,-16.1290322580645,-19.3548387096774,-19.3548387096774,-35.4838709677419,-38.7096774193548,-51.6129032258065,-51.5151515151515,-26.9230769230769,6.45161290322581,-21.2121212121212,-3.84615384615384,0,-20,-5,-21.0526315789474,6.66666666666667,18.75
03133,7381,9135,7815,9832,10902,11636,12550,12749,12725,12994,13121,13172,7338,5995,4427,4431,4437,4533,4725,4743,0.388689886441583,-44.0743845743465,-54.3098849173081,-66.2601935828062,-66.2297081015167,-66.1839798795824,-65.4523283286335,-64.1284542969936,-35.363859362224,0.388689886441583,-44.2909201336168,-18.3019896429545,-26.1551292743953,0.090354641969725,0.135409614082604,2.16362407031778,4.2356055592323,0.38095238095238
03134,7,7,7,8,9,12,12,13,10,11,9,9,7,5,5,6,7,7,5,9,0,-22.2222222222222,-44.4444444444444,-44.4444444444444,-33.3333333333333,-22.2222222222222,-22.2222222222222,-44.4444444444444,28.5714285714286,0,-22.2222222222222,-28.5714285714286,0,20,16.6666666666667,0,-28.5714285714286,80
03135,6,7,11,13,11,11,12,12,12,14,14,14,7,4,4,5,7,5,4,2,0,-50,-71.4285714285714,-71.4285714285714,-64.2857142857143,-50,-64.2857142857143,-71.4285714285714,-71.4285714285714,0,-50,-42.8571428571429,0,25,40,-28.5714285714286,-20,-50
03136,9,14,18,38,40,48,60,60,65,73,69,42,45,44,42,42,41,34,27,39,-39.1304347826087,-34.7826086956522,-36.231884057971,-39.1304347826087,-39.1304347826087,-40.5797101449275,-50.7246376811594,-35.7142857142857,-13.3333333333333,-39.1304347826087,7.14285714285714,-2.22222222222223,-4.54545454545455,0,-2.38095238095238,-17.0731707317073,-20.5882352941177,44.4444444444445
03137,11,11,26,54,72,73,91,101,97,90,84,86,50,44,40,44,44,43,38,46,2.38095238095238,-40.4761904761905,-47.6190476190476,-52.3809523809524,-47.6190476190476,-47.6190476190476,-48.8095238095238,-55.8139534883721,-8,2.38095238095238,-41.8604651162791,-12,-9.09090909090909,10,0,-2.27272727272727,-11.6279069767442,21.0526315789474
03138,8,16,27,45,59,75,84,91,94,99,102,94,82,74,63,64,61,53,55,53,-7.84313725490196,-19.6078431372549,-27.4509803921569,-38.2352941176471,-37.2549019607843,-40.1960784313726,-48.0392156862745,-41.4893617021277,-35.3658536585366,-7.84313725490196,-12.7659574468085,-9.7560975609756,-14.8648648648649,1.58730158730158,-4.6875,-13.1147540983606,3.77358490566037,-3.63636363636364
03139,245,449,523,728,858,996,1103,1130,1175,585,642,710,617,608,499,467,481,499,576,593,10.5919003115265,-3.89408099688474,-5.29595015576324,-22.2741433021807,-27.2585669781931,-25.0778816199377,-22.2741433021807,-18.8732394366197,-3.88978930307941,10.5919003115265,-13.0985915492958,-1.45867098865479,-17.9276315789474,-6.41282565130261,2.99785867237688,3.74220374220374,15.4308617234469,2.95138888888889
03140,19,25,50,94,130,159,184,185,184,182,181,187,149,126,110,100,114,122,121,137,3.31491712707182,-17.6795580110497,-30.3867403314917,-39.2265193370166,-44.7513812154696,-37.0165745856354,-32.5966850828729,-35.2941176470588,-8.05369127516778,3.31491712707182,-20.3208556149733,-15.4362416107383,-12.6984126984127,-9.09090909090909,14,7.01754385964912,-0.819672131147541,13.2231404958678
03901,96,138,157,217,312,374,429,431,428,428,437,437,441,434,412,355,368,326,305,299,0,0.915331807780319,-0.686498855835239,-5.72082379862701,-18.7643020594966,-15.7894736842105,-25.4004576659039,-30.2059496567506,-32.1995464852608,0,0.915331807780319,-1.58730158730158,-5.06912442396313,-13.8349514563107,3.66197183098592,-11.4130434782609,-6.44171779141104,-1.9672131147541
03902,585,1183,1991,2962,3528,3910,4282,4489,4595,4674,4777,4699,3315,3163,2812,2613,2675,2850,2949,2923,-1.63282394808458,-30.6049822064057,-33.7868955411346,-41.1346033075152,-45.3003977391668,-44.0025120368432,-40.339124973833,-37.2419663758246,-11.8250377073906,-1.63282394808458,-29.4530751223665,-4.58521870286576,-11.0970597533987,-7.07681365576103,2.37275162648297,6.54205607476635,3.47368421052631,-0.881654798236696
03903,58,101,166,240,349,804,1048,1169,1296,1370,1298,1161,1116,1082,1045,985,928,948,958,930,-10.5546995377504,-14.0215716486903,-16.6409861325116,-19.4915254237288,-24.1140215716487,-28.5053929121726,-26.964560862866,-17.4849267872524,-16.6666666666667,-10.5546995377504,-3.87596899224806,-3.04659498207886,-3.4195933456562,-5.74162679425838,-5.78680203045685,2.15517241379311,1.05485232067511,-2.92275574112735
03904,0,0,7,13,21,36,45,45,48,53,48,51,50,48,50,38,39,43,39,41,6.25,4.16666666666667,0,4.16666666666667,-20.8333333333333,-18.75,-10.4166666666667,-23.5294117647059,-18,6.25,-1.96078431372548,-4,4.16666666666667,-24,2.63157894736842,10.2564102564103,-9.30232558139535,5.12820512820512
